javadoc,code,method_name,parameters,return_type,return_variable,called_methods,local_variables,thrown_exceptions,class_name
"/*** Place the contents of another sequence (which may be the
* same one as this!) into this sequence before the current element (if any).
* @param addend
*   a sequence whose contents will be placed into this sequence
* @precondition
*   The parameter, addend, is not null.
* @postcondition
*   The elements from addend have been placed into
*   this sequence. The current element of this sequence (if any)
*   is unchanged.  The addend is unchanged.
* @exception NullPointerException
*   Indicates that addend is null.
* @exception OutOfMemoryError
*   Indicates insufficient memory to increase the size of this sequence.
**/","public void insertAll(BallSeq addend) {
assert wellFormed() : ""invariant failed at start of addAll"";

if(addend == null) throw new NullPointerException(""Sequence is null"");

BallSeq clone = addend.clone();
ensureCapacity(manyItems + clone.manyItems);
int indexInc = clone.manyItems;
for(int i = clone.manyItems - 1; i >= 0; i--) {
insert(clone.data[i]);
}

currentIndex += indexInc;


assert wellFormed() : ""invariant failed at end of addAll"";
}",insertAll,BallSeq addend,void,,"['wellFormed', 'NullPointerException', 'clone', 'ensureCapacity', 'insert']","['clone', 'indexInc', 'i']",['NullPointerException'],BallSeq
"/*** Generate a copy of this sequence.
* @param - none
* @return
*   The return value is a copy of this sequence. Subsequent changes to the
*   copy will not affect the original, nor vice versa.
* @exception OutOfMemoryError
*   Indicates insufficient memory for creating the clone.
**/","public BallSeq clone( )
{  // Clone a BallSeq object.
assert wellFormed() : ""invariant failed at start of clone"";
BallSeq answer = new BallSeq(manyItems);

answer.currentIndex = currentIndex;
answer.manyItems = manyItems;

for(int i = 0; i < manyItems; i++) {
answer.data[i] = data[i];
}

assert wellFormed() : ""invariant failed at end of clone"";
assert answer.wellFormed() : ""invariant failed for clone"";

return answer;
}",clone,,BallSeq,answer,"['wellFormed', 'BallSeq']","['answer', 'i', 'answer']",[],BallSeq
"/*** default constructor for default capacity of zero
*/","public BallCollection() {
this(INITIAL_CAPACITY);
}",BallCollection,,public,,[],[],[],BallCollection
"/*** constructor
* @param manyItems: number of items
*/","public BallCollection(int manyItems) {
data = new Ball[manyItems];
this.manyItems = manyItems;
version = 0;

assert wellFormed() : ""invariant failed at end of constructor"";
}",BallCollection,int manyItems,public,,['wellFormed'],[],[],BallCollection
"/*** Instantiates a new player.
*
* @param loc the initial location
*/",public Player(Point loc){location=loc;radius = DodgeBall.PLAYER_RADIUS;},Player,Point loc,public,,[],[],[],Player
"/*** Sets the current image.
*
* @param img the new player image
*/",public void setImg(BufferedImage img){playerImg = img;},setImg,BufferedImage img,void,,[],[],[],Player
"/*** Increases the player's radius.
*
* @see DodgeBall.makeHarder()
*/",public void grow(){radius += 2;},grow,,void,,[],[],[],Player
"/*** Checks if colliding with parameter ball.
*
* @param b the ball
* @return true if colliding
*/","public boolean isColliding(Ball b){
return DodgeBall.MORTAL && location.distance(b.getLoc()) <= (radius + b.getRadius());}",isColliding,Ball b,boolean,DodgeBall.MORTAL && location.distance(b.getLoc()) <= (radius + b.getRadius()),"['distance', 'getLoc', 'getRadius']",[],[],Player
"/*** Update the player's location.
*
* @param mouseLoc the current [adjusted] mouse location
*/","public void update(Point mouseLoc){
int new_x = Math.max(radius, mouseLoc.intX());
int new_y = Math.max(radius, mouseLoc.intY());
new_x = Math.min(new_x, DodgeBall.BOUNDS.width -radius);
new_y = Math.min(new_y, DodgeBall.BOUNDS.height - radius);
location = new Point(new_x, new_y);
}",update,Point mouseLoc,void,,"['max', 'intX', 'intY', 'min', 'Point']","['new_x', 'new_y']",[],Player
"/*** Draws the player.
*
* @param g the Graphics context on which to draw
*/","public void draw(Graphics g){
g.drawImage(playerImg,
location.intX() - radius, location.intY() - radius,
radius*2, radius*2, null);
}",draw,Graphics g,void,,"['drawImage', 'intX', 'intY']",[],[],Player
"/*** Launches the ball by setting active to true.
*/",public void launch(){active=true;},launch,,void,,[],[],[],Ball
"/*** Create an empty sequence
* @param - none
* @postcondition
*   This sequence is empty
**/","public BallSeq( )
{
manyNodes = 0;
head = null;
tail = null;
cursor = null;
precursor = null;

assert wellFormed() : ""invariant failed in constructor"";
}",BallSeq,,public,,['wellFormed'],[],[],BallSeq
"/*** Determine the number of elements in this sequence.
* @param - none
* @return
*   the number of elements in this sequence
**/","public int size( )
{
assert wellFormed() : ""invariant wrong at start of size()"";

return manyNodes;
}",size,,int,manyNodes,['wellFormed'],['manyNodes'],[],BallSeq
"/*** Set the current element at the front of this sequence.
* @param - none
* @postcondition
*   The front element of this sequence is now the current element (but
*   if this sequence has no elements at all, then there is no current
*   element).
**/","public void start( )
{
assert wellFormed() : ""invariant wrong at start of start()"";

cursor = head;
precursor = null;

assert wellFormed() : ""invariant wrong at end of start()"";
}",start,,void,,['wellFormed'],[],[],BallSeq
"/*** Accessor method to determine whether this sequence has a specified
* current element that can be retrieved with the
* getCurrent method.
* @param - none
* @return
*   true (there is a current element) or false (there is no current element at the moment)
**/","public boolean isCurrent( )
{
assert wellFormed() : ""invariant wrong at start of getCurrent()"";
// TODO: Implemented by student.
// This method shouldn't modify any fields, hence no assertion at end
return cursor != null;
}",isCurrent,,boolean,cursor != null,"['wellFormed', 'getCurrent']",[],[],BallSeq
"/*** Accessor method to get the current element of this sequence.
* @param - none
* @precondition
*   isCurrent() returns true.
* @return
*   the current element of this sequence
* @exception IllegalStateException
*   Indicates that there is no current element, so
*   getCurrent may not be called.
**/","public Ball getCurrent( )
{
assert wellFormed() : ""invariant wrong at start of getCurrent()"";
if(!isCurrent()) throw new IllegalStateException(""no current element"");

return cursor.data;
}",getCurrent,,Ball,cursor.data,"['wellFormed', 'isCurrent', 'IllegalStateException']",[],['IllegalStateException'],BallSeq
"/*** Move forward, so that the current element is now the next element in
* this sequence.
* @param - none
* @precondition
*   isCurrent() returns true.
* @postcondition
*   If the current element was already the end element of this sequence
*   (with nothing after it), then there is no longer any current element.
*   Otherwise, the new element is the element immediately after the
*   original current element.
* @exception IllegalStateException
*   Indicates that there is no current element, so
*   advance may not be called.
**/","public void advance( )
{
assert wellFormed() : ""invariant wrong at start of advance()"";
if(!isCurrent()) throw new IllegalStateException(""no current element"");

if(cursor.next != null) {
precursor = cursor;
cursor = cursor.next;
}
else {
cursor = null;
precursor = null;
}
assert wellFormed() : ""invariant wrong at end of advance()"";
}",advance,,void,,"['wellFormed', 'isCurrent', 'IllegalStateException']",[],['IllegalStateException'],BallSeq
"/*** Remove the current element from this sequence.
* @param - none
* @precondition
*   isCurrent() returns true.
* @postcondition
*   The current element has been removed from this sequence, and the
*   following element (if there is one) is now the new current element.
*   If there was no following element, then there is now no current
*   element.
* @exception IllegalStateException
*   Indicates that there is no current element, so
*   removeCurrent may not be called.
**/","public void removeCurrent( )
{
assert wellFormed() : ""invariant wrong at start of removeCurrent()"";
if(!isCurrent()) throw new IllegalStateException(""no element to remove"");
// TODO: Implemented by student.
// See textbook pp.176-78, 181-184
if(manyNodes == 1) {
head = null;
tail = null;
precursor = null;
cursor = null;
}
else if(cursor == tail) {
tail = precursor;
tail.next = null;
precursor = null;
cursor = null;
}
else if(cursor == head) {
head = head.next;
cursor = head;
}
else {
cursor = cursor.next;
precursor.next = cursor;
}
manyNodes--;

assert wellFormed() : ""invariant wrong at end of removeCurrent()"";
}",removeCurrent,,void,,"['wellFormed', 'isCurrent', 'IllegalStateException']",[],['IllegalStateException'],BallSeq
"/*** Add a new element to this sequence, before the current element (if any).
* If the new element would take this sequence beyond its current capacity,
* then the capacity is increased before adding the new element.
* @param element
*   the new element that is being added
* @postcondition
*   A new copy of the element has been added to this sequence. If there was
*   a current element, then the new element is placed before the current
*   element. If there was no current element, then the new element is placed
*   at the end of the sequence. In all cases, the new element becomes the
*   new current element of this sequence.
* @exception OutOfMemoryError
*   Indicates insufficient memory for increasing the sequence.
**/","public void insert(Ball element)
{
assert wellFormed() : ""invariant failed at start of insert"";

if(manyNodes == 0) {
cursor = new Node(element, cursor);
tail = cursor;
head = cursor;
}
else if(cursor == head){
cursor = new Node(element, cursor);
head = cursor;
}
else if(cursor == null) {
tail.next = new Node(element, null);
precursor = tail;
tail = tail.next;
cursor = tail;
}else {
cursor = new Node(element, cursor);
precursor.next = cursor;
}

manyNodes++;

assert wellFormed() : ""invariant failed at end of insert"";
}",insert,Ball element,void,,"['wellFormed', 'Node']",[],[],BallSeq
"/*** Place the contents of another sequence (which may be the
* same one as this!) into this sequence before the current element (if any).
* @param addend
*   a sequence whose contents will be placed into this sequence
* @precondition
*   The parameter, addend, is not null.
* @postcondition
*   The elements from addend have been placed into
*   this sequence. The current element of this sequence (if any)
*   is unchanged.  The addend is unchanged.
* @exception NullPointerException
*   Indicates that addend is null.
* @exception OutOfMemoryError
*   Indicates insufficient memory to increase the size of this sequence.
**/","public void insertAll(BallSeq addend) {
assert wellFormed() : ""invariant failed at start of addAll"";
if(addend == null) throw new NullPointerException(""addend is null"");

if(addend.head == null) return;
BallSeq clone = addend.clone();

if(manyNodes == 0) {
head = clone.head;
tail = clone.tail;
}
else if (cursor == head){
head = clone.head;
clone.tail.next = cursor;
precursor = clone.tail;
}
else if (cursor == null) {
tail.next = clone.head;
tail = clone.tail;
}
else {
precursor.next = clone.head;
precursor = clone.tail;
clone.tail.next = cursor;
}
manyNodes += clone.manyNodes;

assert wellFormed() : ""invariant failed at end of addAll"";
}",insertAll,BallSeq addend,void,,"['wellFormed', 'NullPointerException', 'clone']",['clone'],['NullPointerException'],BallSeq
"/*** Generate a copy of this sequence.
* @param - none
* @return
*   The return value is a copy of this sequence. Subsequent changes to the
*   copy will not affect the original, nor vice versa.
*   Whatever was current in the original object is now current in the clone.
* @exception OutOfMemoryError
*   Indicates insufficient memory for creating the clone.
**/","public BallSeq clone( )
{
assert wellFormed() : ""invariant wrong at start of clone()"";

BallSeq result;

try
{
result = (BallSeq) super.clone( );
}
catch (CloneNotSupportedException e)
{
// This exception should not occur. But if it does, it would probably
// indicate a programming error that made super.clone unavailable.
// The most common error would be forgetting the ""Implements Cloneable""
// clause at the start of this class.
throw new RuntimeException
(""This class does not implement Cloneable"");
}
// This is inspired by the textbook for this class, page 203
if(result.head == null) return result;

Node source = result.head;
Node copyHead = new Node(source.data, null);
Node copyTail = copyHead;

while(source.next != null) {
if(source == cursor) result.cursor = copyTail;
if(source == precursor) result.precursor = copyTail;
if(source == tail) result.tail = source;
source = source.next;
copyTail.next = new Node(source.data, null);
copyTail = copyTail.next;
}
result.head = copyHead;
if(source == cursor) result.cursor = copyTail;
if(source == precursor) result.precursor = copyTail;
if(source == tail) result.tail = copyTail;

// TODO: Implemented by student.
// Now do the hard work of cloning the list.
// See pp 200-204, 235 (3rd ed. pp. 193-197, 228)
// Setting precursor, cursor and tail correctly is tricky.


assert wellFormed() : ""invariant wrong at end of clone() for this"";
assert result.wellFormed() : ""invariant wrong for result of clone() for copy"";
return result;
}",clone,,BallSeq,result,"['wellFormed', 'RuntimeException', 'Node']","['result', 'result', 'source', 'copyHead', 'copyTail', 'result']",['RuntimeException'],BallSeq
"/*** If ball is active: moves location by the current movement.
* If ball is not active: rotates vector by Math.PI/24.
*/","public void step(){
if(active == true) {
double x = this.getLoc().x() + this.getMove().dx();
double y = this.getLoc().y() + this.getMove().dy();
this.location = new Point(x, y);
}
else
this.move = this.getMove().rotate(Math.PI/24);
}",step,,void,,"['getLoc', 'x', 'getMove', 'dx', 'y', 'dy', 'Point', 'rotate']","['x', 'y']",[],Ball
"/*** Gets a single instance of the comparator.
* @return a single instance of the comparator
*/",public static Comparator<Player> getInstance() { return instance; },getInstance,,Comparator<Player>,instance,[],['instance'],[],Alphabetical
"/*** Gets a single instance of Nondiscrimination comparator.
* @return a single instance of Nondiscrimination comparator
*/",public static Comparator<Player> getInstance() { return instance; },getInstance,,Comparator<Player>,instance,[],['instance'],[],ByPosition
"/*** Instantiates a new Player.
* @param name the name of the player, must not be null
* @param score how many points this player has scored
* @param position the position of the player, where null means can play ANY position
*/","public Player(String name, int score, Position position) {
if (name == null) throw new NullPointerException(""name cannot be null"");
this.name = name;
this.position = position;
checkParameter(""score"",score);
this.score = score;
}",Player,"String name, int score, Position position",public,,"['NullPointerException', 'checkParameter']",[],['NullPointerException'],Player
"/**Gets the name.
* @return the name */",public String getName() {return name;},getName,,String,name,[],['name'],[],Player
"/**Gets this player's score.
* @return the score */",public int getScore() {return score;},getScore,,int,score,[],['score'],[],Player
"/**Sets the score.
* @param the score */",public void setScore(int score) {this.score = score;},setScore,int score,void,,[],[],[],Player
"/**Gets this player's position.
* @return the position */",public Position getPosition() {return position;},getPosition,,Position,position,[],['position'],[],Player
"/**Gets the previous player.
* @return the previous player */",public Player getPrevious() {return prev;},getPrevious,,Player,prev,[],['prev'],[],Player
"/**Gets the next player.
* @return the next player */",public Player getNext() {return next;},getNext,,Player,next,[],['next'],[],Player
"/*** Add another player into this player's team by priority order.
* <ul>
* <li> If the other player has higher priority, place it somewhere before this player.
* <li> If the other player has equal priority, it should be placed immediately after this player.
* <li> If the other player has lower priority, place it somewhere after this player.
* </ul>
* It may be necessary to move multiple times forward or multiple times backward (but not both!)
* <p>
* Also, the code must use recursion to traverse the list - no loops are allowed!
* @param p the player to add to our list, must not be null
* @param priority comparator of players in the list, must not be null
*/","public void addInPriority(Player p, Comparator<Player> priority) {
// TODO: Implement this method.  No loops, only recursion
//
// NB: While Team happens to call this method only on the head of the list,
//	   we can't assume all classes that utilize Player will do so. That is why
//	   we must consider all scenarios, including those where this method is
//	   called on a player in the middle or end of the list.

if(priority.compare(p, this) < 0) {
if(next == null) {
p.prev = this;
next = p;
}else if(priority.compare(p, next) > 0) {
p.prev = this;
p.next = next;
next.prev = p;
next = p;
}else {
next.addInPriority(p, priority);
}
}else if(priority.compare(p, this) > 0) {
if(prev == null) {
p.next = this;
prev = p;
}else if(priority.compare(p, prev) < 0) {
p.next = this;
p.prev = prev;
prev.next = p;
prev = p;
}else {
prev.addInPriority(p, priority);
}
}else {//(priority.compare(p, this) == 0)
if(next == null) {
p.prev = this;
next = p;
}else {
p.prev = this;
p.next = next;
next.prev = p;
next = p;
}
}
}",addInPriority,"Player p, Comparator<Player> priority",void,,['compare'],[],[],Player
"/*** Checks if ball is at or outside BOUNDS dimension and moving further out,
* and reflects movement if so.  If the ball isn't moving further out, the
* movement isn't reflected.
* @param bounds dimension of area to check (all four walls), must not be null
*/","public void bounceWalls(Dimension bounds) {
if((this.getLoc().x() + this.getRadius() >= bounds.getWidth()) && this.getMove().dx() > 0)
this.move = new Vector(-1*this.getMove().dx(), this.getMove().dy());
if((this.getLoc().y() + this.getRadius() >= bounds.getHeight()) && this.getMove().dy() > 0)
this.move = new Vector(this.getMove().dx(), -1*this.getMove().dy());
if((this.getLoc().x() - this.getRadius() <= 0) && this.getMove().dx() < 0)
this.move = new Vector(-1*this.getMove().dx(), this.getMove().dy());
if((this.getLoc().y() - this.getRadius() <= 0) && this.getMove().dy() < 0)
this.move = new Vector(this.getMove().dx(), -1*this.getMove().dy());

}",bounceWalls,Dimension bounds,void,,"['getLoc', 'x', 'getRadius', 'getWidth', 'getMove', 'dx', 'Vector', 'dy', 'y', 'getHeight']",[],[],Ball
"/*** Assuming all the players before this one are sorted correctly
* according to the priority and come before this one,
* ensure that the ones coming after are also sorted correctly.
* @param c comparator to use, must not be null
*/","public void sortByPriority(Comparator<Player> c) {
// TODO: Implement this method.  Use a loop here and then recursion
// when everything OK up to the next one.

if(next == null) return;

Player unsorted = next;
next.remove();
addInPriority(unsorted, c);
if(next == unsorted) next.sortByPriority(c);
else sortByPriority(c);

}",sortByPriority,Comparator<Player> c,void,,"['remove', 'addInPriority']",['unsorted'],[],Player
"/*** Remove this item from its list.
* This player will be completely disconnected from any other players.
*/","public void remove() {
// TODO: Implement this method.  No loops or recursion required.
if(prev != null && next != null) {
prev.next = next;
next.prev = prev;
}else if(prev != null && next == null) {
prev.next = null;
}else if(prev == null && next != null) {
next.prev = null;
}
next = null;
prev = null;
}",remove,,void,,[],[],[],Player
"/*** Instantiates a new Team with the given priority comparator.
* @param c the priority comparator this Team will use
* @param n the name of the team.
*/","public Team(Comparator<Player> c, String n) {
priority = c;
dummy = new Player("""", Integer.MAX_VALUE, null);
teamName = n;

assert wellFormed() : ""invariant fails at end of constructor"";}",Team,"Comparator<Player> c, String n",public,,"['Player', 'wellFormed']",[],[],Team
"/*** Adds a Player to this Team.
* It should be added according to the priority of the team.
* @param t the Player to add, must not be null and must not be in another team.
* @throws IllegalArgumentException if the player is already in a team or if the added player would come before the
* the dummy player (a player with an empty name, highest score possible and null position).
*/","public void add(Player t) {
assert wellFormed() : ""invariant fails at beginning of add"";
if(t.getNext() != null || t.getPrevious() != null) throw new IllegalArgumentException(""Player already in team"");

dummy.addInPriority(t, priority);

assert wellFormed() : ""invariant fails at end of add"";
}",add,Player t,void,,"['wellFormed', 'getNext', 'getPrevious', 'IllegalArgumentException', 'addInPriority']",[],['IllegalArgumentException'],Team
"/*** Change the priority for this list of players,
* and then make sure the order reflects the new priority.
* @param p priority to use, must not be null.
*/","public void setPriority(Comparator<Player> p) {
assert wellFormed() : ""invariant broken before set priority"";
if (p == null) throw new NullPointerException(""need a priority!"");
priority = p;
refreshPriority();
assert wellFormed() : ""invariant failed during set priority"";
}",setPriority,Comparator<Player> p,void,,"['wellFormed', 'NullPointerException', 'refreshPriority']",[],['NullPointerException'],Team
"/*** Some elements of the players may have changed the
* way the players are ordered.  This method
* reorders the list to fix things up.
* This will use insertion sort for efficiency.
* In particular if only a constant number of players
* are in the wrong position, this method will take linear time.
* If the priority ends up as ""perverse"" (something shows up
* before the dummy) we discard all team members.
* (This is not actually ideal for an ADT.)
*/","public void refreshPriority() {
assert wellFormed() : ""invariant broken before refresh priority"";
dummy.sortByPriority(priority);
if (dummy.getPrevious() != null) {
// Suddenly the priority shows up as perverse.
dummy.remove(); // actually removes everyone else.
}
assert wellFormed() : ""invariant failed during refresh priority"";
}",refreshPriority,,void,,"['wellFormed', 'sortByPriority', 'getPrevious', 'remove']",[],[],Team
"/*** Compute the number of players.
* @return number of players
*/","public int size() {
assert wellFormed() : ""invariant fails at beginning of size"";

int count = 0;
for(Player source = dummy.getNext(); source != null; source = source.getNext()) {
count++;
}
return count;
}",size,,int,count,"['wellFormed', 'getNext']","['count', 'source', 'count']",[],Team
"/*** Return the n'th player (0-based).
* @param index index of the element to return
* @return the player at the specified position in this list
* @throws IndexOutOfBoundsException if the index is out of range.
*/","public Player get(int index) {
assert wellFormed() : ""invariant fails at beginning of get"";

if(index < 0 || index >= size()) throw new IndexOutOfBoundsException(""index is out of bounds"");

int count = 0;
for(Player source = dummy.getNext(); source != null; source = source.getNext()) {
if(count == index) return source;
count++;
}
return null; // TODO
}",get,int index,Player,source,"['wellFormed', 'size', 'IndexOutOfBoundsException', 'getNext']","['count', 'source', 'source', 'null']",['IndexOutOfBoundsException'],Team
"/*** Returns team's total score
* @return the sum of all player's scores on this team
*/","public int totalScore() {
assert wellFormed() : ""invariant fails at beginning of totalScore"";
int score = 0;
//TODO implement totalScore (don't use the dummy player!)
for(Player source = dummy.getNext(); source != null; source = source.getNext()) {
score += source.getScore();
}
return score;
}",totalScore,,int,score,"['wellFormed', 'getNext', 'getScore']","['score', 'source', 'score']",[],Team
"/*** prints this team's players
*/","public void printPlayers() {
for(Player i = dummy.getNext(); i != null; i = i.getNext()) {
System.out.println(i);
}
}",printPlayers,,void,,"['getNext', 'println']",['i'],[],Team
"/*** Checks if colliding with the parameter ball.
*
* @param other the other ball
* @return true if colliding
*/","public boolean isColliding(Ball other){
return this.getLoc().distance(other.getLoc()) <= this.getRadius() + other.getRadius();
}",isColliding,Ball other,boolean,this.getLoc().distance(other.getLoc()) <= this.getRadius() + other.getRadius(),"['getLoc', 'distance', 'getRadius']",[],[],Ball
"/*** Used to report an error found when checking the invariant.
* By providing a string, this will help debugging the class if the invariant should fail.
* @param error string to print to report the exact error found
* @return false always
*/","private boolean report(String error) {
reporter.accept(error);
return false;
}",report,String error,boolean,false,['accept'],['false'],[],LinkedSequence
/**Return the head node from the data structure since we do not have a head field. */,"private Node<E> getHead() {
return tail.next.next;
}",getHead,,Node<E>,tail.next.next,[],[],[],LinkedSequence
/**Return the dummy node from the data structure since we do not have a dummy field. */,"private Node<E> getDummy() {
return tail.next; // TODO
}",getDummy,,Node<E>,tail.next,[],[],[],LinkedSequence
/**Return the cursor from the data structure since we do not have a cursor field. */,"private Node<E> getCursor() {
return precursor.next; // TODO
}",getCursor,,Node<E>,precursor.next,[],[],[],LinkedSequence
"/*** Create an empty sequence.
* @param - none
* @postcondition
*   This sequence is empty
**/","public LinkedSequence( )
{
tail = precursor = new Node<E>();
size = 0;
assert wellFormed() : ""invariant failed in constructor"";
}",LinkedSequence,,public,,['wellFormed'],[],[],LinkedSequence
"/*** Determine the number of elements in this sequence.
* @param - none
* @return
*   the number of elements in this sequence
**/","public int size( )
{
assert wellFormed() : ""invariant wrong at start of size()"";
// TODO: Implemented by student.
// This method shouldn't modify any fields, hence no assertion at end
return size;
}",size,,int,size,['wellFormed'],['size'],[],LinkedSequence
"/*** Set the current element at the front of this sequence.
* @param - none
* @postcondition
*   The front element of this sequence is now the current element (but
*   if this sequence has no elements at all, then there is no current
*   element).
**/","public void start( )
{
assert wellFormed() : ""invariant wrong at start of start()"";

precursor = getDummy();

assert wellFormed() : ""invariant wrong at end of start()"";
}",start,,void,,"['wellFormed', 'getDummy']",[],[],LinkedSequence
"/*** Accessor method to determine whether this sequence has a specified
* current element that can be retrieved with the
* getCurrent method.
* @param - none
* @return
*   true (there is a current element) or false (there is no current element at the moment)
**/","public boolean isCurrent( )
{
assert wellFormed() : ""invariant wrong at start of getCurrent()"";
// TODO: Implemented by student.
// This method shouldn't modify any fields, hence no assertion at end
return precursor != tail;
}",isCurrent,,boolean,precursor != tail,"['wellFormed', 'getCurrent']",[],[],LinkedSequence
"/*** Accessor method to get the current element of this sequence.
* @param - none
* @precondition
*   isCurrent() returns true.
* @return
*   the current element of this sequence
* @exception IllegalStateException
*   Indicates that there is no current element, so
*   getCurrent may not be called.
**/","public E getCurrent( )
{
assert wellFormed() : ""invariant wrong at start of getCurrent()"";
if(!isCurrent()) throw new IllegalStateException(""no current element"");

return precursor.next.data;
}",getCurrent,,E,precursor.next.data,"['wellFormed', 'isCurrent', 'IllegalStateException']",[],['IllegalStateException'],LinkedSequence
"/*** Move forward, so that the current element is now the next element in
* this sequence.
* @param - none
* @precondition
*   isCurrent() returns true.
* @postcondition
*   If the current element was already the end element of this sequence
*   (with nothing after it), then there is no longer any current element.
*   Otherwise, the new element is the element immediately after the
*   original current element.
* @exception IllegalStateException
*   Indicates that there is no current element, so
*   advance may not be called.
**/","public void advance( )
{
assert wellFormed() : ""invariant wrong at start of advance()"";
if(!isCurrent()) throw new IllegalStateException(""no current element"");
precursor = precursor.next;
assert wellFormed() : ""invariant wrong at end of advance()"";
}",advance,,void,,"['wellFormed', 'isCurrent', 'IllegalStateException']",[],['IllegalStateException'],LinkedSequence
"/*** Calculates new vectors for this and the parameter ball using normal and
* tangent vectors, then calls step() on both until no longer colliding.
*
* @param other the other ball
*/","public void bounce(Ball other){
Vector my_unit_normal = new Vector(location, other.getLoc()).normalize();
Vector other_unit_normal = new Vector(other.getLoc(), location).normalize();
Vector my_normal = my_unit_normal.scale(move.dot(my_unit_normal));
Vector other_normal = other_unit_normal.scale(other.move.dot(other_unit_normal));
Vector my_tangent = move.add(my_normal.scale(-1));
Vector other_tangent = other.move.add(other_normal.scale(-1));

move = my_tangent.add(other_normal);
other.move = other_tangent.add(my_normal);

while (isColliding(other)){
step();
other.step();}
}",bounce,Ball other,void,,"['Vector', 'getLoc', 'normalize', 'scale', 'dot', 'add', 'isColliding', 'step']","['my_unit_normal', 'other_unit_normal', 'my_normal', 'other_normal', 'my_tangent', 'other_tangent']",[],Ball
"/*** Remove the current element from this sequence.
* @param - none
* @precondition
*   isCurrent() returns true.
* @postcondition
*   The current element has been removed from this sequence, and the
*   following element (if there is one) is now the new current element.
*   If there was no following element, then there is now no current
*   element.
* @exception IllegalStateException
*   Indicates that there is no current element, so
*   removeCurrent may not be called.
**/","public void removeCurrent( )
{
assert wellFormed() : ""invariant wrong at start of removeCurrent()"";
if(!isCurrent()) throw new IllegalStateException(""no element to remove"");

if(size == 1) {
tail = tail.next;
tail.next = tail;
precursor = tail;
}else if(precursor.next == tail){
precursor.next = precursor.next.next;
tail = precursor;
}else {
precursor.next = precursor.next.next;
}

size--;
// TODO: Implemented by student.
// See textbook pp.176-78, 181-184
assert wellFormed() : ""invariant wrong at end of removeCurrent()"";
}",removeCurrent,,void,,"['wellFormed', 'isCurrent', 'IllegalStateException']",[],['IllegalStateException'],LinkedSequence
"/*** Add a new element to this sequence, before the current element (if any).
* @param element
*   the new element that is being added
* @postcondition
*   A new copy of the element has been added to this sequence. If there was
*   a current element, then the new element is placed before the current
*   element. If there was no current element, then the new element is placed
*   at the end of the sequence. In all cases, the new element becomes the
*   new current element of this sequence.
* @exception OutOfMemoryError
*   Indicates insufficient memory for increasing the sequence.
**/","public void insert(E element)
{

assert wellFormed() : ""invariant failed at start of insert"";
if(size == 0) {
tail = new Node<>(element, tail.next);
precursor = tail.next;
tail.next.next = tail;
}else if(precursor == tail) {
tail = new Node<>(element, precursor.next);
precursor.next = tail;
}else {
Node<E> node = new Node<>(element, precursor.next);
precursor.next = node;
}
size++;
assert wellFormed() : ""invariant failed at end of insert"";
}",insert,E element,void,,['wellFormed'],['node'],[],LinkedSequence
"/*** Place the contents of another sequence (which may be the
* same one as this!) into this sequence before the current element (if any).
* @param addend
*   a sequence whose contents will be placed into this sequence
* @precondition
*   The parameter, addend, is not null.
* @postcondition
*   The elements from addend have been placed into
*   this sequence. The current element of this sequence (if any)
*   is unchanged.  The addend is unchanged.
* @exception NullPointerException
*   Indicates that addend is null.
* @exception OutOfMemoryError
*   Indicates insufficient memory to increase the size of this sequence.
**/","public void insertAll(LinkedSequence<E> addend) {

assert wellFormed() : ""invariant failed at start of addAll"";
if(addend == null) throw new NullPointerException(""addend is null"");
if(addend.size == 0) return;

LinkedSequence<E> clone = addend.clone();
if(size == 0) {
Node<E> cloneHead = clone.getHead();
clone.tail.next = precursor.next;
precursor.next = cloneHead;
precursor = clone.tail;
tail = clone.tail;
}else if(precursor == tail) {
Node<E> cloneHead = clone.getHead();
clone.tail.next = precursor.next;
precursor.next = cloneHead;
precursor = clone.tail;
tail = clone.tail;
}else {
Node<E> cloneHead = clone.getHead();
clone.tail.next = precursor.next;
precursor.next = cloneHead;
precursor = clone.tail;

}


size += clone.size;

assert wellFormed() : ""invariant failed at end of addAll"";
}",insertAll,LinkedSequence<E> addend,void,,"['wellFormed', 'NullPointerException', 'clone', 'getHead']","['clone', 'cloneHead', 'cloneHead', 'cloneHead']",['NullPointerException'],LinkedSequence
